Policy,Scenarios,GuardOnUnsafePct,GuardOffUnsafePct,OffMinusOnUnsafePct,T95Lower,T95Upper,GuardOnReleaseP95Seconds,LatencyLower,LatencyUpper
ETFixed,20,0,4.52204530833563,4.52204530833563,0.27830503288869,8.76578558378257,0.17591307975,0.166424162961987,0.185401996538013
ETAdaptive,20,0,1.73999402628435,1.73999402628435,-0.0310719992063235,3.51106005177502,0.17428859675,0.165150093702326,0.183427099797674
